message,cyberbullying
diyete başladım hayırlı olsun favı alırım,0
şerefsiz dedesi ve babası yolunda ırkçı ve faşist yavşak bir piçtir bu yavşağı çok iyi tanıyoruz,1
siktir sen bücür,1
hayattan aldığım en büyük ders sevgisiyle karşında sapasağlam duramayan birine asla yaslanmayacaksın,0
türkiye emekliler derneği şube başkanı hüseyin ekmen ve beraberindeki heyetin  hayırlı olsun  ziyaretinde emeklilerin sorulur,0
yansimalar konseri,0
tudor galatasaray sana ağır geliyor iyi niyetinden suphem yok ama lutfen guzel ayrilalim siktir git köyüne dön amina koyayim,1
hırtapoz gene geldi tepeme,1
ne yapsan olmuyor tatlıım,0
tamam aşkım kapat telefonu diyorum hayır aşkım sen kapat diyor kapatıyorum ardından mesaj atıyor öküz diye  ne deyim şimdi ben buna,1
kuran kitap aşkna bu nedir ya anladk dövme yaptırdğı için bu tişörtü giyiyor ama kapatici denen bişy var eğer kapaticiy,0
galatasaray yönetiminin kwadwo asamoah konusunda elini çabuk tutmaması halinde başarılı sol kanat oyuncusunun juven,0
kahpe olmak istiyorum soruya bak örselendim şerefsizlik kursu lazim var mi,1
bunlar omurgasız amk,1
2017 teog türkiye birincisi,0
ee ne olacak şimdi bu anıt ,0
ay dayanamıyorum ender şu çantayı  adamın kafasına indirip kalkar mısın kusucam şimdi,0
o zaman niye her şarkıda fakir edebiyati yapıyon fakirlerin duygusunu sömüren dümbük budur,1
hem dombili olmussun hem bikac iq kaybetmissin,1
en baştaki beyfendi abaza kalmış saadetli galiba,1
katil aşağılık yecüc mecüc artığı şeytan ordusu nusrayı vururken sivilleri de vurmayı ihmal etmemiş,1
anasını bacısını kısıtlayanhayatlarını namus adı altında zindan edenlerle sokakta kadınlara sarkıntılık edenlerle aynı,0
kadının eli değerse güzelleşir herşey yilmek kursiyerlerimizin birbirinden güzel sanat eserleriyle bizleri buluşturuyor,0
hiç yaklaşma aptal insanlara alerjim var bebeğim,1
çıkın sahada kendi kendinize yan pas yapın amk ibne evlatları,1
anca öyle arkamdan avel avel bakarsın yelloz,1
tam bir aşifte yemin ederim,1
kar tatlı güzelde havalar soğuk  allah dışarıdakilere yardım etsin,0
orospu çocuğu kavuşmavakti,1
sanırsın küba prosu içiyor normalde pezevenk,1
kerhane yazıcam ama orası da bunun evi yani annesinin bunu yaptığı yer,1
yıkarsak ne olur lan öküz arabaları,1
ulan ben bu saatte uyuyamadım acaba o gerzek uyuyor mu yabak yine sinirlendim,1
bu uyum bu dünyaya fazla hemen başlatıyorum işlemleri artık namusumsunşortetekdar pantolon giymekmakyaj yapmak yasak,0
styling,0
mantıklı mantıklı konuşup canımı sıkmayın benim,0
taha sakın inanma senin numaranı almaya çalışıo çocuk,0
eskisi gibi yazsana diyordunuz işte yazdım bir bok anlamadınız tabii,1
arsız pezevenk gelmiş bir de selam veriyonn,1
bilinç altıa sıçılmış bir zavallı aşifte işte kafasını sıkar ancak,1
tae düğün fotoğraflarımı sen çek damadı shopla bi ara ekleriz,0
günaydın prensesler,1
düşünsene kuşlar dile geliyor ve bizim kanatlarımız varken otobana ihtiyacımız yokdiyor,0
takımı bu kadar kısa sürede toplayan elindeki kariyeri biticek olan donku sinanı kullanabilen ne kadar az imkanı ol,0
tamam sosyal demokrasi falan eyvallah ama serkan daha da bozmaz dedik fakat sen,0
gerizeka tudor,1
diyorum ki ebeni fuck sen hala gülüyorsun,1
tüm çocukların eğitim yaşama ve gülme haklarını sonuna kadar kullanabildikleri bir dünyada rengarenk hayaller kurabilmelsidir,0
yavaş bak nazar değdircen pezevenk,1
sen meleksin ne cinayetinden bahsediyosun zırtapoz,1
şerefsiz pezevenk senin çalışan vatandaştan farkın ne o kadar para alıyon milleti sinir kırizi geçiriyorsun,1
ama takim kaybediyor,0
teşkilatların ender yetiştirdiği başarılı bir kardeşimize beykoz da devam ediyor,0
bi sevgili yapan 10 yılda kayboluyor piyasadan sikerim yapıcagınız işi meydanda kız yok hiç,1
temmuz ayında tadı güzel ilkbahar sonuna doğru tatsız oluyor,0
dollerimi sen yiyecen dümbük semih,1
kuzenim sevgilisi için 3 kez bıçaklandı halısahada görmeniz lazım tam bir zırtapoz ayı öğrkh leş birisi,1
en güzelsin kız,0
koskoca ismim yaziyo orda andaval kopek,1
hayırlı sabahlar herkeseyeni bir güne bismillâhirrahmanirrahim,0
orospu cocugu ben okuldan kalan zamanlar da calistigim gunler 7’de cikio 7’de geliyorum aldigim maas 600 euro,1
beyler yarın fener kazanamazssa tarihin en gerizeka takımı olarak adını tarihe kazıtacak,1
seçim sloganından sonra şarkı da hazır,0
ulunn dun cizmisdin tebrikler ihlgm yarin bi direk diker mi,0
lan bu evinin yolunu buluyorsa başarıdır,1
sayesinde adam bildiklerimizin ne kadar hırsız dönek omurgasız ve şerefsiz olduklarını,1
ömür boyu güvenemeyeceğin biriyle yaşamaktansa biraz üzül acıdan geber daha iyi sonra geçer,1
madem bu kadar çok seviyorsunuz gidin mikeın sololarına destek olun iki şarkı ile chester diye ağlaşıp bozmayın sinirimi,0
soyun ağzına al domal bağır yalvar sonra  vurdum kırbacı vurdum kırbacı,1
esnaf kardeşlerimizi ziyaretteyiz hayırlı işler bol kazançlar diliyorum httpstcoolyoy0do0u,0
al benden de o kadar  herkesi kendi gibi dönek sandığından adamlara bi de antrenman yaptırdı ya,1
canim sevgilim minik prensim bir daha benimle konusurken uyuya kalırsan sicarim agzina,1
biz bu adamlara mı demokrasi nedir ne işe yarar nasıl hazmedilir diye anlatacağız moral de ihtimal de sıfır yavv,0
bu ülkenindemokrasihukuk vb tüm sorunlarını biz kendi içimizde demokrasi içerisinde çözeceğizemperyal güçlerin oyun,0
angut herif,1
10 yıllık eşini terk etti nafaka istedi üstelik çocuk senden değil diye not bıraktı,0
yarak nasilsin,1
yarından itibaren bütün basın  a uefa dan ceza bekleniyor  diye başlar,0
sinirden kurulduğumuz yerde orosbu dölü ayak ayak üstüne atıp sakız çiğniyor kahpe evladı,1
sabrınsonnoktası yağhaz,0
iyiki cerrahpaşalıyım dedirtir,0
kim derdi kihakkâri  ye doğalgaz gidecek ,0
tabii ki küçük yaşlarda basketbol’a başlayıp çok çalışanlar başarılı olacak,0
tekinize guvendik kazandık tebrikler ve teşekkürler,0
o eyeliner az gelmiştir amk vicdanına kadar sür vicdanına embesil,1
bravo kardeşim senin arkandan iş çevirdikleri için onların 1 mayıs işçi bayramını kutluyorsun süpersin amına koyduğum bravo,1
dolar 418,1
sabah 6dan beri 27 kez hapşurdum tek tek sayıcam gün sonuna kadar abv alerji gibi,0
papa da az yavşak değil oturduğu som altın koltuğu satsa afrika da aç kalmaz,1
valla konsomatris kadrosu boşmuşuyar nihata,1
inanın nazar değdirdiler makyaj malzemelerime daha da kimseye göstermem,0
ve yaşadığın sürece iyi ya da kötü gününde bu insanlar senin yanındadır her zamandüğün dernek edersin misafirleri,0
sen biraz şey misin ya beyinsiz falan,1
uyudum uyandım bir uzun gece,0
hiç kimsenin başına gelmeyen gelemeyecek kadar uç ama benim başıma gelmiş ve gelmekte olan olaylardan kitap çıkar,0
95kurtuluş günün kutlu olsun ipsala,0
hilmi cem ve efsane atlayışları,0
insanin kader arkadasi olmali kararina kendin kadar sevinmeli,0
senin gibi paçavranın allah bin türlü belasını versin adi şerefiz gazete ,1
bu gerizeka insanlar topluluğu dursun özbek’ten daha tehlikeli,1
kardeşim benim canım ama ben onun gözünde hep şişko bir ayı oldum  çok kırgınım sana  ablanı çok arıcaksın ,0
dram yapma lan ilk defa senin sayende abaza kız tanıdım yav,1
meryem iyi ki sevgilin yok aptal yollu,1
allah beni kahretmesin makyaj bile işe yaramadı bendesim döküp geliyorum,0
lann misafir tribünü niye açmadınız sokarım sizin misafirperverliğinizee,1
yeni hedef derken bize mi halleniyor bu dingil,1
genel müdür yaş tahtaya basmaz,0
ramazan gelse de coca cola boykotları başlasa bende sizle taşak geçsem,1
haksizlik karşisinda susanlara yazik ,0
bir yer olmalı çocukların çalışmadığı ve oyunlar oynadığı bir yer olmalı sevginin pislik kişilikli insanların elinde olmadığı,0
kurban olun o flamingolara hepiniz  toplansanız bir tanesi etmezsiniz  ,0
dört yanımız starbucksla çevrili bir plaza tanesi içinde molalarmzda asla lavobaya gitmeyz kitap okur kahve içer lattenin ön,0
bugün okulda bi çocuk arkadaşına sus lan dürzü dedi ya siz kaç yaşındasınız da baba küfürleri ediyosunuz ahshshsh,1
ya sizin o orospu gönlünüzü siksinler tamam mı,1
ha siktir o çirkef kudurmuş nagihanımı sevecekler,1
ne kadar yalın ne kadar doğrudan hedefe yönelik bir tutum tebrikler cidden,0
artik maç izleyeceğim amk  kahpe medya tff mhk pfdk galatasaray i igor tudor un da salak çökertiniz pua,1
bence makyaj yasaklanmalı akşam farklı  sabah farklı bir yüz le yüz yüze gelmek istemem,0
senin yedi ceddini bellerim dalyarak,1
ulan yavşak lavuk muhabir bozuntusu darbeyi yapanlar etö ve retö nün köpekleri yaptılarsen devletin ve mil,1
anestezi teknikeri bu içerikli konuşmaları yapan bi çok eskort var para karşılığı yapıyorlar öğrenciden ne istedin pislik,1
hayatımın hiçbir dönemin de yalaka olmadım bu sebeple yaşayacağım kayıplardan üzüntü değil ancak gurur duyarım,0
bu yelloz herkese hayır diyordu şimdi buna hayır deme zamanıdır,1
internetin enn tatlış çocuk şovu artık onediyoda,0
sana bir şey yazmamışım ben ne yapayım sana sıra gelene kadar çok andaval var,1
son dersi okulun lavabosunda geçirdim makyaj yapmak için ama çıkışta yağmur yağdı ve makyajımdan eser kalmadı  uzucu bir durum,0
dünyanın en cirkef en şerefsiz en haysiyetsiz en egoist en yalancı en pislik en dönek en korkak takımı da onur şer,1
ey benim güzel rabbim sen kullarının gönlünde gizli saklı aşikar bütün dileklerini isteklerini arzularını bilirsin ,0
beyazshow sosyal medyada adriana lima gerçekte bozcaada limanı maşallah,1
neticesinde sen’i kaybedeceğim bir muvaffakiyeti bana verme allahım,0
zaten sevmiyorum erkekleri genel olarak hepsi bana lavuk geliyor 4050 tane sevdiğim arkadaşım hariç diğerleri,1
aylardır okçular vakfı’nda sürdürdüğümüz antrenmanlarımız bu hafta nihayete ermiş bulunuyor,0
eywallah kardeşim benim,0
maicon tam bir pislik,1
ismini bile duymamıştım desem yalan olmas,0
ya orospu çocuğu acılar içinde geber ne diyebilirim ki,1
kes ağlamayı sokarım bağlamayı,1
vay yalaka barlas epeydir sesin çıkmıyordu,1
çakma gazoz sen kimsin demem ama sen nesin derim gerçekten sen nesin fırıldak mı desem yanar döner m,1
yoruma gerek yok çok güzelsin,0
merhaba from balkan yağiz ve hazan,0
sürtük dilek laf soyleyip engelleme,1
dombili genç aynı yarışmada olman saygısız konuşmanı gerektirmiyor,1
verdiğiniz sözleri tutmadığınızda sinirleniyorum dönek olmayın,1
hassiktir lan futbol cahili andaval bayern biraz alan daraltınca hayalet caspera döndü,1
2 2019 da oyumu daha kaliteli bir demokrasi bağımsız yargı insan hakları devlet gününün kısıtlanması ve kontrolü,0
kız bana öyle özeniyor ki koyduğum emojileri bile aynı atıyor bana özel olan her şeye sülük gibi yapışıyo,1
binnur kaya şapşiği ya,0
yaa ne güzelsin sen,0
son andaval nerde kaldı diyordum aa  oda gelmiş oksijen israfı sensin mağdur,1
daha fazla kalp kıran andaval alımı yapmıyoruz kardeşim,1
çok mutluyum bozulmasa bari,0
doğum günün kutlu olsun güzel arkadaşım,0
yegenim ya bundan sonra bu kiz gotursun parka o alsin cikolata o zaman,0
taksiciliğin kısa tarihine şık bir bakış için,0
muslera denen kova oç ve tudor denen gamsız kahpe evladı gitmeden huzur yok,1
abi bilgisayar sınavından kırk almışım öldüm gülmekten,0
beylikdüzü 10yıl etkinlikleri,0
kral adamsın kanqa nice senelere,0
fazla söze gerek yok cerrahpaşaduruşu,0
konsomatris bu karı vermez beyler uğraşmayın,1
hassiktir zındık piç ,1
amına koyduğum sürtügü gavat kocan seni sunuyor sende siktir bana,1
siyahbeyazaşk abc’de 549’a yükseltmiş reytingini tebrikler,0
en buyuk aşifte sensin yani onı mu diyorsun,1
kahpe tudor,1
kubilay aka feat hayk,0
yok mu bana çikolata alacak bir yiğit,0
bırakın insanlar 1 saat geç gitsin gideceği yere şu güzellikleri kaybetmeye değer mi,0
uzun bir aradan sonra bu listeyi tekrar dinledim baştan sona kitap okurken iyi gidiyor,0
oo yarın 1 mayıs yine çıkarlar sabah akşam baba ana parası yiyip bi kere hayatında bir yerde çalışmamız metal dinler andaval,1
altın malafat mı saklıyorsun koçum,1
şımaracak kimsen olmayınca hayat  kocaman bir insan haline getirir,0
sevdiği kadını rüyasında göreceği için takım elbiseyle uyuyan oğuz atay gibiyim düğün kıyafetlerimi giyip televizyon karşısı,0
takim kötü tudor felaket doğru yanliz unutulmamasi gereken bütün asistler maçin hakeminden geldibu vizyonsuz yalaka,1
iyi insan olmanın verdiği iç huzur ve bu huzurun anasını siken kötü orospu çocukları,1
aşifte değilim ya malesef ayrıca fotolarını baya gördüm ben senin  uyarı için geç kaldın,0
aa kırık beyaz fena değil ama çok keko durabilir,1
bu geceki etkinlik konuğum şiwan perver favla sana en uygun bir şarkıtürkü göndereyim,0
yaş hesaplama olayında en sevmediğim şey çok akıllı birinin gelip doğduğunda bir yaşında mı oluyorsun demesi,0
angut biri var şimdi tamam mı bi tane hatunu harbiden üzüyor ama haberi bile yok şimdi bu angut harbi angut mu ,1
dünya mimarlık festivali’nin bir parçası olarak düzenlenen ‘arcaid images architectural photography awards 2017’de,0
doğruların yemin etmeye ihtiyacı yoktur,0
her şey army sayesinde,0
ayı gibi plastik bardakla içip pipetsiz diye sevinmiş keko ya ahahahahha,1
herşeyi ben bilirim ben çok sosyal biriyim herkese herşeyi ders vereceğim ve ben hariç bütün millet gerizeka bir havalar,0
aa abartı değil lütfen çarpıcı makyaj diyoruz buna,0
bu gerizeka ile beşiktaşıda yenemicezterim öncesinde gelirse ordan galibiyetle ayrılırızbu adam tam bir fiyasko,1
hadi gel de çıkma yoldan ,0
tavuk yiyen fakir oluyo herhalde onun için ben tavuk yemiyorm demek çok elit oluyo anladığm kadarylayok valla et alamıyoruz biz,0
oçocuğu serkan korkmaz galatasaray taraftarlarini tahrik etmek icin kahpe paylasimlar yayinliyor bunlari medyada s,1
biz ne zaman bu kadar alçaldık,0
bu akşamki tagımız kaybetmekorkusu,0
bombok bir durum içerisindeyim sıçarım böyle işin ta,1
sorvivor2018 e sms atıp oy vererek masraf yapanlara bişe soracam  ya siz gerizeka lımısınız,1
bu nasıl bir tarzdır,0
yaw bir gidin arkadaş sizi parayla mı veriyorlar amq,1
seni tanıdığım güne bin şükür,0
ilkokulda aldığı ilk yardım dersiyle hayatta kalmaya çalışıyor embesil,1
valla patates yemeğim pişti mis gibıde koktu yanına ya pilav ya makarna bide cacık daha ne olsun tabiiki afiyet osun,0
senin neyine lan nefes almak gerizeka,1
yaz kurslari başliyor,0
bilgisayar muhendisiyim ben takıldığında bende yardımcı olabilirim bazı konularda istersen,0
sevgilim hacamat yaptırmış yaa kıyamam hasta olduğunu gizlemiş bir de benden tesadüfen gördüm telefonunda,1
bunak herif kocamanın zirzop lafına baya içerlemiş ondan,1
bakın bu bir gerzek trol,1
şu şişko yanaklarımı nasıl yok edebilirim,0
damacana siken orospu çocukları yüzünden bu kızlar böyle bakımsız hep ya kolu kıllı kız mı olur amk ,1
gelinen nokta tamda bu yani,0
yaşlanıyorsun sn zındık,1
odamın bi yerine daralınca yerim diye çikolata saklamıştım şuan nerde olduğunu  hatırlamıyorum,0
sen espiri yapma amk cocu,1
bugünkü bölüm bir harika dostum çok mutluyum nine  yine destek kötü kötüyü seviyor her zamanki gibi,0
her şey insan içindi,1
akoydugum faizli parayı kimden alıyorsun dümbük atıp tutuyorsun ondan sonra boy hizasına giriyorsunuz,1
sana mı soracaktı lan kaltak,1
bir başarı hikayesi abidesi,0
depresyonu en ağır şekilde yaşarken keşfettim bangtan beyleriyaptıkları müziğe aşık oldumhayata daha çok tutunmamı sağ,0
huzurlu sabahlar,0
anneme doğum günümde kitap al dedim bakalım ne kadar seviyor,0
parası bitti galiba bizi icraya verecek dürzü,1
yine bomboş konusuyorsun hanzo barzo,1
beşiktaş galibiyeti hayırlı olsun şimdiden cenk tosun un 2 golü var,0
lan daha burada gerçek adını yazamamışsın neyin şovu bu soytarı,1
ilımlı islama geçiyorlarmış,0
hani bu makyaj insanı güzelleştiriyordu travesti döndüm amk,0
bu ne boyle solcu soylemler emperyalist kusatma falan perincek itinden mi ogreniyorsun bu jargonlari yavsak metin,1
şu amsalak ibne artık birini düşürsün de rahatlasın kurtulamıyoruz başka türlü,1
aldım kartımı şu an mutluyum,0
iki yüzlü yalaka,1
bu günde gönlümün miladı olsun geri adım atan kahpe olsun,0
ilk gün canım sen çok tatlısın,0
işte cerrahpaşaduruşu  teşekkürler hocaların hocalarına,0
enderinde tek derdi yildizla zeynep oldusanki onlar ortadan kaybolunca ender eski hayatina döncek,0
rüyalara sevin,0
bunun olabilme ihtimaline izmirde gökyüzü  bile ağlıyor izmir imin hâl dili,0
vur şanlı silahınla gönül mülkü,0
domal bende bi guzel yalar emerim,1
 ortada bi sidikli kevaşe etrafinda bi sürü embesil ve ortaya cikan sonuc,1
akşam görüşelim mi diyene otomatik olarak bira ısmarlarsan olur diyorum konsomatris oldum iyice,1
her insan yapmadığı tüm iyiliklerden suçludur,0
yalaka hepsi bunların menfaatçi,1
cips çikolata çiğdem kola hazır düğün videosu izler gibi izliycem ayy çok egleneceguk,0
şu dimağına soktugumun tudor’u ne aciklama yapicak cok merak ediyorum gerizeka sokuk bi sol bek sokuk belhanda,1
tahir senin de ağzına sıçarım şu kıza düzgün davran dangoz gelyarim,1
domal önüme arkadan kanal çalışması yapacağım büyük sikimle,1
kanka sizi cok agır sikmisiz be aykut kocaman 1 sen 2 amk bi sal la bi sal amkgshsha,1
takipcimin  kerhane de  sökülmek istiyormuş fantasisimiz,1
hocam süpersin ne desen oluyor,0
hee hee hee anladık,0
am almazsın göt almazsın ne işin var yarak pazarında,1
türkiye nin gururu çok mutluyum yadizi tarihine damganızı vurdunuz,0
şampiyonluk aşkına takiplesin lütfen sadece galatasaraylı lar ve gt yapanlar katılsın,0
agzina vurdu algıcı angut,1
olum ayyaş mı olucan berduş olup sokaklara mı düşcen başımıza elalem neder arkamızdan içme yavrum,1
yalova’dan abim gelecek,0
hayatın orospu olur bi orospu uğruna,1
şişko insanların duyguları incedir lütfen onları incitmeyin,1
şuan edirnenin her köşesinde müzik sesleriher sokakta birileri evleniyor düğün sezonu erken başladı,0
farklı bir şey söyleyecem gündem olucam diye saçmaladıkça saçmalıyor şabalak ,1
vardı demi böyle bi şarkı,0
neden kimsecikler yok nerde bu seksi azgın bayanlar,1
boşşverr yazsın dürzü,1
ama sadece bir kelime dökülür dilinden hayırlısı,0
cerrahpasadurusu ögrencilerimizin gösterdigi asil ve klas durustur,0
ee o zaman bu avukat gavur ya,0
kinci pezevenk,1
seni gidi yalaka o pis ağzına bizi alma,1
meryem şerefiz olduğuna emin olduğun bir insana söz verdin diye kendini geri çekersen seni affetmem,1
sanica holding sahibi rumeli kökenli ali abimi çok tebrik ediyorum seninle tanıştığım için mutluyum tayfun,0
yuru git lan yalanci kevase,1
çok fena bir şekil de shiplemeye başladımo nasıl asilliktir,0
solo hakkında 0 hype tım taa ki astroid fields çalan sahneyi görene kadar john williams nasıl bir büyücü müzik ile büyülüyor,0
sanki twitter kraliyet sarayıbu dangoz da asil üyesihareketlere bak lan dsosyal medya uzmanı mısınızolum sen kimsin,1
layı hırsız kulampara alavereci dalavereci,1
senin gülen yüzüne kurban bu serseri kalbim,0
cansu çok tatlısın,0
biri iki yüzlüydü diğeri yüzsüz gül gibi geçinip gittiler orosbu çocukları ,1
müzik iyi bir sığınaktır,0
yüzdeyüzfutbol rıdvan dilmen başakşehir in yönetimsel başarısını milli eğitim e de koymak lazım dedi yalaka yavşak,1
arkadaşlar 2018de yaşıyoruz üzerinizdeki thrasher ürün orijinal değilse giymeyin artık amk yeter,1
sen daha tatlisin evlenelim skdkfk,0
böyle uslu ol işte domal ve seni nasıl sikmemi istediğini söyle,1
köprüsüz de yaşanır ama filamingosuz izmir izmir olmazizmirkuşlaramezarolmasın,0
cerrahpaşaduruşu istanbul üniversitesine fatihin mirasına sahip çıkmaktır,0
daha büyük ve daha derin sessizlik içeren telefon görüşmeleri için ahmet amcamın araması yeterli,0
nerden tanıdım seni pis gavat,1
diğer kadına acıyorum ama sana acımıyorum kimse üzülmiycek sadece sen üzüleceksin bunu ben yapıcam metres bozuntusu ahlaksız kaşar,1
musmutlu günaydınlar,0
ders çalışmak değil kitap okumak istiyorum ama hayat işte her istediğimizi vermiyor,0
iki senedir karadenizde okuma isteğimi arttırma sebebimsin hadi hayırlısı,0
siktir lan tanımasam yicem,1
veled zinaya bak büyümüş de bize laf sokuyor yavşak,1
cerrahpasadurusu 38 yıl önce cerrahpaşa’da derslere başladığımız anfide bugün cerrahpaşamın  başına geleceklere dur demek içi,0
ulan sıfatında meymenet yok zaten şirret bakanın eşeği ölürseni tutanmı var defol git musibet,1
ardından pek çok aile yakının teşvikiyle fransa’nın en yetkin eğitim kurumu ecole polytechnique’in sınavına hiçbir,0
hiç bu kadar çaresiz olmamıştı kelimeler,0
şu saatte canımın sıkıldıgını anlayıp bi yerlere çağıran güzel insan üşenip gitmek istemeyen pislik ben,0
geceye bir adam gibi adam bırakalım,0
şerefsizpezevenk insanlar sinirlendim birden acil yeni bir peygamber atanmalı,1
deyyus u ekber,1
bu adam dönek davasına ihanet etti diye itin götüne sokar,1
hakikaten adam olmadan koca olan bir sürü dangalak var,1
fragmanda vedat tuzak diyr bagiriyodu mustafa adamsan bu serefsizligi bi daha yapmazsin agzina sicarim,1
programa yalaka safhasında geldik,0
mesaj atacak diye beklediğin insanın düğün davetiyesi göndermesi,0
embesil seni,1
yemekteyiz aayy yeter bee  bizi de konusturun ,0
jimin senin ben amerika da ki havan eşliğinde götünü ısırırım ibne seni,1
bana gelen yollara gül sersem geri gelirmisin,0
10 yıllık memurlar daha kurumlarında bilgisayar kullanmamışlar ,0
gopta kafamı nereye çevirsem andaval közcü tipleri görüyorum anasonlu nargile artık sizi bi salsın ya,1
yağmurlu bir günde cam kenarı kadar güzelsin,0
bu insanlarda vicdan kalmamis cocugu cope birakiyo kaltak,1
mutluluk bulaşıcı olabilir,0
evde düğün makyajıyla oturmayı severim ,0
ulan gerizeka kız erkek arkadaşın tam  bir yavşak anla şunu,1
gerçek adını adresini yazacaksın yoksa sifonu üstüne çekince ait olduğun yere pislik,1
yolun sagindan yuruyelim konulu sanat eserim,0
aman allahım bu ne güzel bir şey,0
ben geldim sayın amk,1
genellemene sıçarım denyo,1
kılıçdaroğluna yürüyüş demokrasi ödülünü nato ülkesimi vermişti acaba,0
maça başlıyorsun ilk yarı oluyor 20 yeniksin oyuncu değişilikliği yapmıyorsun senin amk ben kahpe çocuğu,1
zirzop fazla dikkat çekiyosunyapma,1
yalnız zirzop tam en doğru tabir muz yemeler filan,1
beyoğlu’nun gelenekselleşen pilav günleri,0
tudor defol git bu ülkeden şerefsiz chelsea den fenerden bu yana 5 ve üzeri gol yememiştik adi herif defol git be,1
yarak emecek varmı,1
neyi savunuyor bu ammına koduğumun hırsızı,1
 fox tv haber sipikeri  fatih portakal geber teröristler için allah rahmet eylesin dedi şerefız köpek,1
şevket çoruh evleniyor,0
gavat kocasının yanında siker amını götünü döllerimm,1
niçin bu kadar güzelsin acaba tvde kanalları gezerken takılı kaldım yine,0
millet sevdiği için dağları deliyo bende makyaj yaptırttım daha ne yapayım zirvedeyim,0
yarın balo var diye böbreğim karşılığında makyaj malzemeleri aldım bu hayata bi daha gelirsem patates olmak istiyorum,0
irkçı pislikler,1
akıllı telefon ve gelişmiş bilgisayar kullanma,0
şerler hayra çevrilir,0
helal olsun armanıza bole pislik bulaştirmayin bulastiranlara dik durun,1
elif ağzının ortasına kürekle vurmak istiyorum seni pislik şırfıntı,1
bir kitap çekilişinin daha sonuna geldik şimdi çekiliş için takip edip gidenlere hoşçakalın diyorum kalanlarla delirmeye devam,0
ulan bombok dizilere dünya zamanpara harcayıp uzattıkça uzatıyorsunuz,1
10 saatlik reklam koymuşlar bu avengersa yetti ulan skip yapamıyor mu bu sinema görevlisi,0
ablama döl fışkırdı,1
her büyük maça korkak korkak kadro çıkarıyorsun onuda geçtim değişiklikleri yapamıyorsun her iki kanadına göbek oy,1
mayıncı peçetesiz yamalı bohça telekız,1
senin beyninin içi bok tutmuş şerefsiz dangoz,1
hadi hayırlısı bakalım ne olacak demeyin hep birlikte iyi olur  inşallah deyin,0
fizik muayene kapıdan girer girmez başlar der büyük hocalarımız boy boy dizdiğiniz o özel hastaneler var ya önce cüzdanlar,0
tam ders çalışıcam diyorum kendimi elimde telefon twit okurken buluyorum,0
asagilik onursuz kimse bu hale dusmemeli,1
aşifte arasına giren milli olmamış genc  hatunlar saldırıyorlar gence türk porno kim istemezki orada olmak,1
sevişmeyi seven kadın orospu değildir,0
bir de önüne gelene oruspu çocuğu diyip duruyor andaval,1
ne yakıyon bücür,1
bu ibne her gittiği deplasmanda kız düşüyordur kesin,1
yaptığım 4 kase pudingi kimselere bırakmadan yedim mutluyum,0
ama can kadar ibine değilim rt liyom o yüzden,1
aşağılık aşifte,1
yine çok tatlısın prenses,0
tarihi birikimiyle çağdaş yarınları kuran izmir büyükşehir belediyesi nin 150 yılı kutlu olsun,0
ben o kadar insan gordum o kadar insanla konusup tanisdim sen girdugum en bos luzumsuz gerzek adamsın,1
diyarbakir vay orospu çocuklari vaay 2 leş 1 yarali ele geçirildi,1
kim bu yalaka babasina sarilmamistir bu kadar bu yalama kimi temsilen orada,1
namusuyla gürültü yapmadan çalışan bir bilgisayar istiyorum artık,0
telefon numarasını ver tırrek,1
ben güç severim,0
yalaka insanlar öğlkk,1
kız kardeşimin mezuniyeti var odayı öyle bi bırakmış ki gitmeden önce savaş olmuş odada benim masam kendi masası,0
güzel olan her şeyden daha güzelsin ,0
tam yalamalik amcik kılsız daracık,1
mutluyum aq,0
dünyada halen çocuklar ölüyorken çocuk hakları kutlu olsun demeyeceğimçocuklar ölmesin,0
şırfıntı ve şıllık olmayın,1
lan sen bittin yavşak  resimleri attı şerefsiz bide utanmadan iftira atıyor,1
spam atam da bi daha büyüklerine laf yetiştirmesin atmık,1
kadın ağlayarak yolda kedisini arıyor naapsın bacım bu kedi bahar gelmiş kızışmış dışarı çıkıp çiftleşecek naapsın,1
gaziantep kitap fuarında imza ve muhabbet güzeldi bir günümüzden geriye bu fotoğraf hatıra kaldı,0
bunlardan ziyade patronları yandaşyalaka ve kemikçi takımından isebu fig,1
aa ben bugün mavili beyefendiyi hiç farketmedimunutmuşum bile orada oturduğunu,0
ananı siktik mi tinerci yosma,1
alanında uzman birbirinden değerli katılımcılarla sinema üzerine,0
türkiye’nin ilk kadın yangın söndürme pilotu ormanları koruyan ateş kartalı,0
geri zekalı beyinsiz cüce ne bu ya sanırsın vansh ın aşkından ölüyodu uyuz şey,1
alihan ın gülümseyerek bakan ifadesi der yasakelma kaybetmekorkusu,0
ne bakıyorsun dallama,1
değiştireni de vardır değiştirmeyeni de herkes senin gibi cibiliyetsiz değil,1
6 hafta zirvede olan ademden sayi alinca destekledikleri kişi götü başi dağitiyorlar bir de 42 gün boyunca zirvede olsa,1
hakedeni hayatıma sokarım haketmeyenin hayatına sokarım,1
yav çeşmenden çikolata aktırcam senin oda ne ki,0
gerger imam hatip lisesi nde 3 yıl boyunca 18 erkek çocuğa tecavüz edilmiş,0
 durduk yere atatürk sevgisi boşuna değil  emperyalizme gercek anlamda karşı duran atatürkçülerdir bu,0
